"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","0","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","1","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","2","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","3","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","4","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","5","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","6","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","7","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","8","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","9","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","10",".02","0","","0","LME","0","Calculated",".708","Calculated","4.6","LME",".4","LME",".062","Calculated","6.5","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","11","1","26","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","12","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","13","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","14","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","15","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","16","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","17","1","30","",".2","LME",".001","Calculated",".102","Calculated","32.9","LME","19.1","LME",".059","Calculated","323","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","18",".37","14","",".1","LME",".001","Calculated",".102","Calculated","12.2","LME","7.1","LME",".059","Calculated","119.5","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","19","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","20","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","21","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","22","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-01-2017","23","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","0","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","1","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","2","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","3","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","4","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","5","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","6","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","7","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","8","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","9","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","10","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","11","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","12","0","","","","","","","","","","","","","","","","8342","90796"
"SD","Aberdeen Generating Station","3338","2A","11-02-2017","13","0","","","","","","","","","","","","","","","","8342","90796"
